flight_number,call_sign,status,airline_name,airline_iata,airline_icao,aircraft_reg,aircraft_model,departure_airport_name,departure_airport_iata,departure_airport_icao,departure_timezone,departure_datetime,departure_datetime_revised,arrival_airport_name,arrival_airport_iata,arrival_airport_icao,arrival_timezone,arrival_datetime,arrival_datetime_revised
FR 4046,RYR178F,Departed,Ryanair,FR,RYR,EI-EVH,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 09:50:00,2025-05-01 09:50:00,Nápoli,NAP,LIRN,Europe/Rome,2025-05-01 11:55:00,
KL 1324,KLM78B,Departed,KLM,KL,KLM,PH-NXI,E295,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 09:50:00,2025-05-01 09:50:00,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-01 11:50:00,2025-05-01 11:38:00
DS 1262,EZS36LP,Departed,Easyjet Switzerland,DS,EZS,HB-JXK,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 10:10:00,2025-05-01 10:10:00,Bâle/Mulhouse,BSL,LFSB,Europe/Paris,2025-05-01 12:10:00,2025-05-01 11:49:00
U2 1262,EZS36LP,Departed,easyJet,U2,EZY,HB-JXK,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 10:10:00,2025-05-01 10:10:00,Bâle/Mulhouse,BSL,LFSB,Europe/Paris,2025-05-01 12:10:00,2025-05-01 11:49:00
FR 2024,RYR30HC,Departed,Ryanair,FR,RYR,EI-HMX,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 10:10:00,2025-05-01 10:10:00,Dublin,DUB,EIDW,Europe/Dublin,2025-05-01 13:10:00,2025-05-01 13:10:00
LO 3908,LOT3908,Departed,LOT - Polish,LO,LOT,SP-LIN,Embraer 175,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 10:15:00,2025-05-01 10:15:00,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-01 11:10:00,2025-05-01 10:50:00
DY 1041,NOZ4TL,Departed,Norwegian Air Shuttle,DY,NOZ,LN-ENS,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 10:25:00,2025-05-01 10:25:00,Oslo,OSL,ENGM,Europe/Oslo,2025-05-01 12:30:00,2025-05-01 12:30:00
AY 1166,FIN6KV,Departed,Finnair,AY,FIN,OH-LKK,Embraer 190,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 10:30:00,2025-05-01 10:30:00,Helsinki,HEL,EFHK,Europe/Helsinki,2025-05-01 12:15:00,2025-05-01 12:24:00
FR 2142,RYR858W,Departed,Ryanair,FR,RYR,9H-QEA,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 10:40:00,2025-05-01 10:40:00,Manchester,MAN,EGCC,Europe/London,2025-05-01 13:20:00,2025-05-01 13:35:00
W6 2075,WZZ64,Departed,Wizz Air,W6,WZZ,HA-LVP,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 10:50:00,2025-05-01 10:50:00,Eindhoven,EIN,EHEH,Europe/Amsterdam,2025-05-01 12:50:00,2025-05-01 12:29:00
FZ 1788,FDB1788,Departed,flydubai,FZ,FDB,A6-FMG,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 10:50:00,2025-05-01 10:50:00,Dubai,DXB,OMDB,Asia/Dubai,2025-05-01 16:25:00,
FR 4490,RYR98HL,Departed,Ryanair,FR,RYR,EI-IJN,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 11:00:00,2025-05-01 11:00:00,Ancona,AOI,LIPY,Europe/Rome,2025-05-01 12:40:00,
DY 1037,NOZ37H,Departed,Norwegian Air Shuttle,DY,NOZ,LN-DYM,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 11:05:00,2025-05-01 11:05:00,Stavanger,SVG,ENZV,Europe/Oslo,2025-05-01 13:10:00,2025-05-01 13:17:00
LH 1365,DLH9KL,Departed,Lufthansa,LH,DLH,D-AIZG,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 11:05:00,2025-05-01 11:05:00,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-01 12:45:00,2025-05-01 12:27:00
N3 214R,N3214R,Departed,Unknown/Private owner,,,N3214R,BE33,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 11:06:00,2025-05-01 11:06:00,,,,,,
FR 8402,RYR66CN,Departed,Ryanair,FR,RYR,SP-RZB,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 11:10:00,2025-05-01 11:10:00,Tirana,TIA,LATI,Europe/Tirane,2025-05-01 13:00:00,
LH 1623,DLH7JL,Departed,Lufthansa,LH,DLH,D-AIUO,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 11:25:00,2025-05-01 11:25:00,Munich,MUC,EDDM,Europe/Berlin,2025-05-01 12:45:00,2025-05-01 12:45:00
LO 3920,LOT2AL,Departed,LOT - Polish,LO,LOT,SP-LVF,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 11:30:00,2025-05-01 11:30:00,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-01 12:25:00,2025-05-01 12:20:00
G9 731,ABY731,Departed,Air Arabia,G9,ABY,A6-ANR,Airbus A320 (Sharklets),Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 11:45:00,2025-05-01 11:45:00,Sharjah,SHJ,OMSJ,Asia/Dubai,2025-05-01 17:20:00,
D8 3563,NSZ3563,Departed,Norwegian Air Sweden,D8,NSZ,SE-RPS,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 12:00:00,2025-05-01 12:00:00,Copenhagen,CPH,EKCH,Europe/Copenhagen,2025-05-01 13:30:00,2025-05-01 13:22:00
KL 1326,KLM44C,Departed,KLM,KL,KLM,PH-EXA,Embraer 190,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 12:00:00,2025-05-01 12:00:00,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-01 14:00:00,2025-05-01 13:41:00
LH 1367,DLH3CH,Departed,Lufthansa,LH,DLH,D-AIZX,Airbus A320 (Sharklets),Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 12:05:00,2025-05-01 12:05:00,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-01 13:45:00,2025-05-01 13:47:00
FR 3037,RYR844G,Departed,Ryanair,FR,RYR,SP-RZH,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 12:15:00,2025-05-01 12:15:00,Treviso,TSF,LIPH,Europe/Rome,2025-05-01 13:50:00,2025-05-01 13:26:00
OS 598,AUA598,Departed,Austrian,OS,AUA,SE-MKI,ATR 72,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 12:35:00,2025-05-01 12:35:00,Vienna,VIE,LOWW,Europe/Vienna,2025-05-01 13:50:00,2025-05-01 13:50:00
RK 6625,,Departed,Ryanair UK,RK,RUK,,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 12:35:00,2025-05-01 12:35:00,Edinburgh,EDI,EGPH,Europe/London,2025-05-01 15:25:00,2025-05-01 15:48:00
FR 6625,RYR29HK,Departed,Ryanair,FR,RYR,EI-IHA,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 12:35:00,2025-05-01 12:35:00,Edinburgh,EDI,EGPH,Europe/London,2025-05-01 15:25:00,2025-05-01 15:48:00
PC 1748,PGT4KK,Departed,Pegasus,PC,PGT,TC-NCL,Airbus A320 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 12:55:00,2025-05-01 12:55:00,Ankara,ESB,LTAC,Europe/Istanbul,2025-05-01 15:20:00,2025-05-01 15:15:00
FR 2433,RYR90JD,Departed,Ryanair,FR,RYR,EI-EFF,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 12:55:00,2025-05-01 12:55:00,London,STN,EGSS,Europe/London,2025-05-01 15:20:00,2025-05-01 15:14:00
W6 2073,WZZ4ZD,Departed,Wizz Air,W6,WZZ,HA-LXV,Airbus A321,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 13:15:00,2025-05-01 13:15:00,Málaga,AGP,LEMG,Europe/Madrid,2025-05-01 17:10:00,2025-05-01 17:02:00
EW 9733,EWG5PA,Departed,Eurowings,EW,EWG,D-AGWO,Airbus A319,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 13:35:00,2025-05-01 13:35:00,Düsseldorf,DUS,EDDL,Europe/Berlin,2025-05-01 15:20:00,2025-05-01 15:03:00
FR 3047,RYR911M,Departed,Ryanair,FR,RYR,SP-RZE,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 13:40:00,2025-05-01 13:40:00,Porto,OPO,LPPR,Europe/Lisbon,2025-05-01 17:30:00,2025-05-01 17:44:00
FR 2589,RYR92ML,Departed,Ryanair,FR,RYR,SP-RSH,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 13:45:00,2025-05-01 13:45:00,Málaga,AGP,LEMG,Europe/Madrid,2025-05-01 17:30:00,2025-05-01 17:44:00
FR 2724,RYR1HD,Departed,Ryanair,FR,RYR,SP-RZO,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 13:55:00,2025-05-01 13:55:00,Copenhagen,CPH,EKCH,Europe/Copenhagen,2025-05-01 15:35:00,2025-05-01 15:30:00
DY 1029,NOZ29W,Departed,Norwegian Air Shuttle,DY,NOZ,LN-NGM,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 14:00:00,2025-05-01 14:00:00,Bergen,BGO,ENBR,Europe/Oslo,2025-05-01 16:20:00,2025-05-01 16:15:00
DY 1029,NOZ29W,Departed,Norwegian Air Shuttle,DY,NOZ,LN-NGM,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 14:00:00,2025-05-01 14:00:00,Bergen,BGO,ENBR,Europe/Oslo,2025-05-01 16:20:00,2025-05-01 16:15:00
FR 345,RYR345,Departed,Ryanair,FR,RYR,SP-RZI,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 14:05:00,2025-05-01 14:05:00,Tel Aviv Yafo,TLV,LLBG,Asia/Jerusalem,2025-05-01 17:40:00,2025-05-01 17:34:00
FR 9017,RYR9017,Departed,Ryanair,FR,RYR,SP-RKC,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 14:20:00,2025-05-01 14:20:00,Castellón de la Plana,CDT,LECH,Europe/Madrid,2025-05-01 17:25:00,
FR 5428,RYR5428,Departed,Ryanair,FR,RYR,SP-RNK,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 14:25:00,2025-05-01 14:25:00,Riga,RIX,EVRA,Europe/Riga,2025-05-01 16:00:00,2025-05-01 15:44:00
FR 42,RYR29VA,Departed,Ryanair,FR,RYR,SP-RSD,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 14:30:00,2025-05-01 14:30:00,Eindhoven,EIN,EHEH,Europe/Amsterdam,2025-05-01 16:25:00,2025-05-01 16:09:00
EN 8343,DLA1MA,Departed,Air Dolomiti,EN,DLA,I-ADJK,Embraer 195,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 14:40:00,2025-05-01 14:40:00,Munich,MUC,EDDM,Europe/Berlin,2025-05-01 16:00:00,2025-05-01 15:45:00
LH 1625,,Departed,Lufthansa,LH,DLH,,Embraer 195,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 14:40:00,2025-05-01 14:40:00,Munich,MUC,EDDM,Europe/Berlin,2025-05-01 16:00:00,2025-05-01 15:45:00
W6 2079,WZZ22AU,Departed,Wizz Air,W6,WZZ,HA-LZM,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 14:45:00,2025-05-01 14:45:00,Valencia,VLC,LEVC,Europe/Madrid,2025-05-01 18:00:00,2025-05-01 17:53:00
FR 7040,RYR2MN,Departed,Ryanair,FR,RYR,EI-IJN,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 15:20:00,2025-05-01 15:20:00,Rodes Island,RHO,LGRP,Europe/Athens,2025-05-01 18:00:00,
FR 4935,RYR40WV,Departed,Ryanair,FR,RYR,SP-RZK,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 15:30:00,2025-05-01 15:30:00,Brussels,CRL,EBCI,Europe/Brussels,2025-05-01 17:25:00,
KL 1328,KLM40E,Departed,KLM,KL,KLM,PH-NXM,Embraer 195,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 15:55:00,2025-05-01 15:55:00,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-01 18:00:00,2025-05-01 17:46:00
W6 2009,WZZ92,Departed,Wizz Air,W6,WZZ,HA-LVP,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 16:05:00,2025-05-01 16:05:00,London,LGW,EGKK,Europe/London,2025-05-01 18:45:00,2025-05-01 18:45:00
FH 760,FHY760,Departed,Freebird,FH,FHY,TC-FHL,Airbus A320 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-04-30 15:25:00,2025-05-01 16:15:00,Antalya,AYT,LTAI,Europe/Istanbul,,
FR 7115,RYR23QU,Departed,Ryanair,FR,RYR,SP-RZH,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 16:25:00,2025-05-01 16:25:00,Luqa,MLA,LMML,Europe/Malta,2025-05-01 19:05:00,
LO 3924,,Departed,LOT - Polish,LO,LOT,,Embraer 175,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 16:25:00,2025-05-01 16:25:00,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-01 17:15:00,2025-05-01 17:05:00
FR 3799,RYR3FC,Departed,Ryanair,FR,RYR,EI-EBK,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 16:30:00,2025-05-01 16:30:00,Bologna,BLQ,LIPE,Europe/Rome,2025-05-01 18:15:00,2025-05-01 18:00:00
AY 1164,,Departed,Finnair,AY,FIN,,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 16:55:00,2025-05-01 16:55:00,Helsinki,HEL,EFHK,Europe/Helsinki,2025-05-01 18:50:00,2025-05-01 18:50:00
FR 8672,RYR39HH,Departed,Ryanair,FR,RYR,SP-RZB,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 17:00:00,2025-05-01 17:00:00,Girona,GRO,LEGE,Europe/Madrid,2025-05-01 19:40:00,2025-05-01 19:24:00
KL 1330,KLM1330,Departed,KLM,KL,KLM,PH-EXX,Embraer 175,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 17:00:00,2025-05-01 17:00:00,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-01 19:00:00,2025-05-01 19:00:00
LH 1369,DLH1KE,Departed,Lufthansa,LH,DLH,D-AILL,Airbus A319,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 17:05:00,2025-05-01 17:05:00,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-01 18:45:00,2025-05-01 18:26:00
FR 1466,RYR135A,Departed,Ryanair,FR,RYR,EI-EGC,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 17:20:00,2025-05-01 17:20:00,Birmingham,BHX,EGBB,Europe/London,2025-05-01 19:55:00,2025-05-01 19:55:00
FR 1469,RYR2NM,Departed,Ryanair,FR,RYR,9H-QCK,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 17:50:00,2025-05-01 17:50:00,Roma,CIA,LIRA,Europe/Rome,2025-05-01 19:50:00,2025-05-01 20:08:00
FR 6964,RYR6964,Departed,Ryanair,FR,RYR,SP-RZO,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 18:00:00,2025-05-01 18:00:00,Kerkyra Island,CFU,LGKR,Europe/Athens,2025-05-01 20:05:00,
FR 6964,RYR6964,Departed,Ryanair,FR,RYR,SP-RZO,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 18:00:00,2025-05-01 18:00:00,Kerkyra Island,CFU,LGKR,Europe/Athens,2025-05-01 20:05:00,
LX 1375,SWR9EX,Departed,SWISS,LX,SWR,HB-AZG,Embraer 190,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 18:15:00,2025-05-01 18:15:00,Zurich,ZRH,LSZH,Europe/Zurich,2025-05-01 20:00:00,2025-05-01 19:44:00
TK 1274,THY2FJ,Departed,Turkish,TK,THY,TC-JHR,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 18:15:00,2025-05-01 18:15:00,Istanbul,IST,LTFM,Europe/Istanbul,2025-05-01 20:40:00,2025-05-01 20:15:00
BA 873,BAW8TK,Departed,British,BA,BAW,G-EUPW,Airbus A319,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 18:20:00,2025-05-01 18:20:00,London,LHR,EGLL,Europe/London,2025-05-01 20:50:00,2025-05-01 20:51:00
FR 5906,RYR3NN,Departed,Ryanair,FR,RYR,SP-RNK,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 18:30:00,2025-05-01 18:30:00,Torino,TRN,LIMF,Europe/Rome,2025-05-01 20:30:00,2025-05-01 20:15:00
FR 7273,,Departed,Ryanair,FR,RYR,,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 18:35:00,2025-05-01 18:35:00,Zadar,ZAD,LDZD,Europe/Zagreb,2025-05-01 20:05:00,
FR 889,RYR76AP,Departed,Ryanair,FR,RYR,9H-QFD,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 18:50:00,2025-05-01 18:50:00,Bergamo,BGY,LIME,Europe/Rome,2025-05-01 20:40:00,
FR 3045,RYR3045,Departed,Ryanair,FR,RYR,SP-RSD,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 19:05:00,2025-05-01 19:05:00,Pescara,PSR,LIBP,Europe/Rome,2025-05-01 20:55:00,
U2 4670,EJU39HN,Departed,easyJet,U2,EZY,OE-LKK,Airbus A319,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 19:05:00,2025-05-01 19:05:00,Paris,CDG,LFPG,Europe/Paris,2025-05-01 21:25:00,2025-05-01 21:34:00
EC 4670,EJU39HN,Departed,EasyJet Europe,EC,EJU,OE-LKK,Airbus A319,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 19:05:00,2025-05-01 19:05:00,Paris,CDG,LFPG,Europe/Paris,2025-05-01 21:25:00,2025-05-01 21:34:00
FR 4627,RYR66HW,Departed,Ryanair,FR,RYR,9H-VUU,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 19:10:00,2025-05-01 19:10:00,Stockholm,ARN,ESSA,Europe/Stockholm,2025-05-01 21:10:00,2025-05-01 21:22:00
DY 1039,NOZ1039,Departed,Norwegian Air Shuttle,DY,NOZ,LN-ENU,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 19:30:00,2025-05-01 19:30:00,Trondheim,TRD,ENVA,Europe/Oslo,2025-05-01 21:55:00,2025-05-01 21:37:00
DY 1043,NOZ4YA,Departed,Norwegian Air Shuttle,DY,NOZ,LN-NII,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 19:30:00,2025-05-01 19:30:00,Oslo,OSL,ENGM,Europe/Oslo,2025-05-01 21:35:00,2025-05-01 21:29:00
FR 5357,RYR593H,Departed,Ryanair,FR,RYR,EI-ENP,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 19:40:00,2025-05-01 19:40:00,Madrid,MAD,LEMD,Europe/Madrid,2025-05-01 23:10:00,2025-05-01 23:15:00
FR 6230,RYR37TY,Departed,Ryanair,FR,RYR,SP-RZK,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 20:10:00,2025-05-01 20:10:00,Goleniów,SZZ,EPSC,Europe/Warsaw,2025-05-01 21:20:00,
FR 6625,RYR29HK,Departed,Ryanair,FR,RYR,9H-VUS,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-04-30 19:55:00,2025-05-01 20:20:00,Edinburgh,EDI,EGPH,Europe/London,,
FR 3036,RYR11SX,Departed,Ryanair,FR,RYR,EI-DCL,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 20:30:00,2025-05-01 20:30:00,Barcelona,BCN,LEBL,Europe/Madrid,2025-05-01 23:20:00,2025-05-01 23:14:00
FR 2363,RYR801J,Departed,Ryanair,FR,RYR,9H-VUG,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 20:30:00,2025-05-01 20:30:00,London,STN,EGSS,Europe/London,2025-05-01 22:55:00,2025-05-01 23:21:00
U2 2264,,Departed,easyJet,U2,EZY,,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-04-30 19:20:00,2025-05-01 20:45:00,Manchester,MAN,EGCC,Europe/London,,
SPRTB,SPRTB,Departed,SPRTB,,,,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 21:03:00,2025-05-01 21:03:00,,,,,,
FR 3436,RYR5MV,Arrived,Ryanair,FR,RYR,SP-RZO,Boeing 737-800,Beauvais/Tillé,BVA,LFOB,Europe/Paris,2025-04-30 19:25:00,2025-04-30 19:43:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-04-30 21:35:00,2025-05-01 21:36:00
FR 6311,RYR559C,Arrived,Ryanair,FR,RYR,SP-RZB,Boeing 737,Torp,TRF,ENTO,Europe/Oslo,2025-04-30 19:45:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-04-30 21:50:00,2025-05-01 21:39:00
FR 3504,,Arrived,Ryanair,FR,RYR,,Boeing 737-800,Bergamo,BGY,LIME,Europe/Rome,,,Kraków,KRK,EPKK,Europe/Warsaw,2025-04-30 22:15:00,2025-05-01 21:58:00
FR 7114,,Arrived,Ryanair,FR,RYR,,Boeing 737,Luqa,MLA,LMML,Europe/Malta,2025-05-01 19:35:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 22:10:00,2025-05-01 22:03:00
W6 2062,WZZ445,Arrived,Wizz Air,W6,WZZ,9H-WNJ,Airbus A320,Rome,FCO,LIRF,Europe/Rome,2025-05-01 19:25:00,2025-05-01 20:21:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 21:35:00,2025-05-01 22:06:00
FR 2654,,Arrived,Ryanair,FR,RYR,,Boeing 737,Tenerife Island,TFS,GCTS,Atlantic/Canary,2025-04-30 17:25:00,2025-04-30 17:42:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-04-30 22:40:00,2025-05-01 22:41:00
XQ 432,SXS8TY,Arrived,Sun Express,XQ,SXS,TC-SPZ,Boeing 737-800,Antalya,AYT,LTAI,Europe/Istanbul,2025-05-01 02:00:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 04:55:00,2025-05-02 04:27:00
W6 2052,WZZ124,Arrived,Wizz Air,W6,WZZ,HA-LXH,Airbus A321,Larnarca,LCA,LCLK,Asia/Nicosia,2025-05-01 02:50:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 06:15:00,2025-05-02 05:47:00
FR 947,RYR64VX,Arrived,Ryanair,FR,RYR,9H-LOB,Boeing 737,Vienna,VIE,LOWW,Europe/Vienna,2025-05-01 05:10:00,2025-05-01 05:16:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 06:15:00,2025-05-02 05:55:00
FR 1724,RYR76UU,Arrived,Ryanair,FR,RYR,9H-QDK,Boeing 737,Nottingham,EMA,EGNX,Europe/London,2025-05-01 04:45:00,2025-05-01 04:38:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 07:10:00,2025-05-02 07:04:00
FR 7227,,Arrived,Ryanair,FR,RYR,,Boeing 737,Thessaloniki,SKG,LGTS,Europe/Athens,2025-05-01 06:35:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 08:35:00,2025-05-02 08:24:00
W6 2060,WZZ97,Arrived,Wizz Air,W6,WZZ,HA-LZM,Airbus A320,Bologna,BLQ,LIPE,Europe/Rome,2025-05-01 06:45:00,2025-05-01 07:09:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 08:30:00,2025-05-02 08:33:00
FR 2610,RYR12BV,Arrived,Ryanair,FR,RYR,SP-RKC,Boeing 737,Athens,ATH,LGAV,Europe/Athens,2025-05-01 06:30:00,2025-05-01 06:41:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 08:55:00,2025-05-02 08:44:00
FR 2381,RYR2381,Arrived,Ryanair,FR,RYR,SP-RZK,Boeing 737,Perugia,PEG,LIRZ,Europe/Rome,2025-05-01 07:15:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 09:05:00,2025-05-02 08:47:00
FR 1813,RYR98YT,Arrived,Ryanair,FR,RYR,9H-VVF,Boeing 737-800,London,LTN,EGGW,Europe/London,2025-05-01 06:45:00,2025-05-01 06:45:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 09:05:00,2025-05-02 08:52:00
FR 4045,RYR8NQ,Arrived,Ryanair,FR,RYR,EI-EVH,Boeing 737-800,Nápoli,NAP,LIRN,Europe/Rome,2025-05-01 07:00:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 09:05:00,2025-05-02 08:55:00
FR 5144,RYR8MW,Arrived,Ryanair,FR,RYR,SP-RSK,Boeing 737-800,Lamezia Terme,SUF,LICA,Europe/Rome,2025-05-01 07:10:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 09:15:00,2025-05-02 09:01:00
FZ 1786,FDB1786,Departed,flydubai,FZ,FDB,A6-FEC,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 21:50:00,2025-05-01 21:50:00,Dubai,DXB,OMDB,Asia/Dubai,2025-05-02 03:30:00,2025-05-02 03:07:00
LO 159,LOT159,Departed,LOT - Polish,LO,LOT,SP-LVN,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-01 22:05:00,2025-05-01 22:20:00,Tel Aviv Yafo,TLV,LLBG,Asia/Jerusalem,2025-05-02 01:40:00,
W6 2071,WZZ5CN,Departed,Wizz Air,W6,WZZ,9H-WNJ,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 03:30:00,2025-05-02 03:30:00,Nice,NCE,LFMN,Europe/Paris,2025-05-02 05:50:00,
W6 2047,WZZ3081,Departed,Wizz Air,W6,WZZ,HA-LXV,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 03:30:00,2025-05-02 03:30:00,Barcelona,BCN,LEBL,Europe/Madrid,2025-05-02 06:20:00,2025-05-02 06:11:00
LO 3910,LOT3910,Departed,LOT - Polish,LO,LOT,SP-LIC,Embraer 175,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-02 03:40:00,2025-05-02 03:40:00,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-02 04:30:00,2025-05-02 04:20:00
